label,auc_1
1AVB,0.9374550114516305
2AVB,0.7140494131856012
CLBBB,0.9632898743814239
CRBBB,0.8765127827846239
ILBBB,0.7982322227447576
IRBBB,0.9391899571934701
ISCAN,0.8071451281113488
ISCIN,0.7946394470599241
ISCLA,0.8352815362956811
IVCD,0.7411931818181818
LAFB,0.9330293501048218
LAO/LAE,0.7619837228212138
LNGQT,0.7019981331532256
LPFB,0.7182026747244138
LVH,0.908604151161829
NDT,0.7614466284310776
RVH,0.9017593362997263
SEHYP,0.7459692826046684
