label,auc_1
1AVB,0.958293949418936
2AVB,0.7453811886820524
CLBBB,0.972992189101344
CRBBB,0.9355306235056098
ILBBB,0.7935824621061389
IRBBB,0.938076097399868
ISCAN,0.859128735079222
ISCIN,0.8251470232898922
ISCLA,0.8371605527197452
IVCD,0.793299408924409
LAFB,0.93585488003727
LAO/LAE,0.796358529196374
LNGQT,0.6937033762606907
LPFB,0.7726164496350831
LVH,0.9290355991069212
NDT,0.7659746881844247
RVH,0.9026203137623751
SEHYP,0.8172558123379029
