label,auc_1
1AVB,0.4929880005925633
2AVB,0.3435940099833611
CLBBB,0.48808095952023994
CRBBB,0.6713888888888888
ILBBB,0.45286195286195285
IRBBB,0.44510025171426093
ISCAN,0.3950310559006211
ISCIN,0.5537435284747113
ISCLA,0.5469677279618801
IVCD,0.5507691048928162
LAFB,0.4722222222222222
LAO/LAE,0.5611022008375658
LNGQT,0.5595463284544778
LPFB,0.5012479201331115
LVH,0.5990683229813665
NDT,0.42424318806241024
RVH,0.6316872427983539
SEHYP,0.4316874400767018
