label,auc_1
1AVB,0.9464717791713989
2AVB,0.6289517470881864
CLBBB,0.9697901049475262
CRBBB,0.9172222222222222
ILBBB,0.9012345679012346
IRBBB,0.921491190000868
ISCAN,0.9226708074534161
ISCIN,0.9085623257666269
ISCLA,0.9253411306042884
IVCD,0.8571428571428571
LAFB,0.9356125356125357
LAO/LAE,0.9408803350262853
LNGQT,0.8512775986107666
LPFB,0.6880199667221298
LVH,0.9601794340924775
NDT,0.8020568144581959
RVH,0.9371492704826039
SEHYP,0.8113614573346117
