label,auc_1
1AVB,0.41854723223544515
2AVB,0.6422628951747088
CLBBB,0.7710269865067467
CRBBB,0.5458333333333333
ILBBB,0.6801346801346801
IRBBB,0.47801840118045313
ISCAN,0.38217391304347825
ISCIN,0.5142174432497013
ISCLA,0.570619449859216
IVCD,0.6707576501390934
LAFB,0.4122507122507122
LAO/LAE,0.541165463779738
LNGQT,0.47312236417762343
LPFB,0.7296173044925124
LVH,0.5484472049689442
NDT,0.49397575177072567
RVH,0.6246726524504302
SEHYP,0.49844199424736335
