label,auc_1
1AVB,0.5103451681398449
2AVB,0.5474209650582362
CLBBB,0.6724137931034483
CRBBB,0.6772222222222222
ILBBB,0.5894126449682004
IRBBB,0.5848016665220033
ISCAN,0.6037267080745342
ISCIN,0.5455197132616487
ISCLA,0.6220056313623566
IVCD,0.675748649975454
LAFB,0.602659069325736
LAO/LAE,0.5303617571059431
LNGQT,0.5156908955594145
LPFB,0.8868552412645591
LVH,0.7592477570738441
NDT,0.5796637511657803
RVH,0.6402918069584735
SEHYP,0.45421860019175453
