label,auc_1
1AVB,0.9665547752122406
2AVB,0.8939965425113939
CLBBB,0.991045991045991
CRBBB,0.9561777655476059
ILBBB,0.9409220121122236
IRBBB,0.9645129616972941
ISCAN,0.9459943655808102
ISCIN,0.9392022792022792
ISCLA,0.9114474830498844
IVCD,0.8613031161473088
LAFB,0.9366543279586758
LAO/LAE,0.9581900226357409
LNGQT,0.8458873793044518
LPFB,0.8869702806824435
LVH,0.9558036757045348
NDT,0.7973436853354195
RVH,0.9029589087954847
SEHYP,0.8591225847323409
