label,auc_1
1AVB,0.9658664361070776
2AVB,0.8794833096590909
CLBBB,0.9689273494447397
CRBBB,0.9599052132701421
ILBBB,0.8788749751701604
IRBBB,0.9318668352296672
ISCAN,0.9374201948344636
ISCIN,0.9175634524316444
ISCLA,0.8988593404672858
IVCD,0.8512727204452858
LAFB,0.9547885269810404
LAO/LAE,0.9108981725055952
LNGQT,0.8141649590163935
LPFB,0.9036787341031605
LVH,0.9495802969698407
NDT,0.7869995765157412
RVH,0.9089992025518342
SEHYP,0.8336801909307876
