label,auc_1
1AVB,0.9507661686116261
2AVB,0.7689587873377618
CLBBB,0.9614634271324413
CRBBB,0.8777487585065293
ILBBB,0.7936258727345078
IRBBB,0.9397314726647278
ISCAN,0.8354846468980034
ISCIN,0.82241603401509
ISCLA,0.8552874257501449
IVCD,0.7660714285714286
LAFB,0.9343827160493827
LAO/LAE,0.7222570235150289
LNGQT,0.705093987387401
LPFB,0.8248639056092472
LVH,0.9098364756470687
NDT,0.7551370343990056
RVH,0.9136683186822463
SEHYP,0.7703229205261208
