label,auc_1
1AVB,0.9672705584134795
2AVB,0.9371357202331391
CLBBB,0.9673444123494767
CRBBB,0.9412010008340284
ILBBB,0.8705684293919588
IRBBB,0.920730635736567
ISCAN,0.9502673131915952
ISCIN,0.9314000996512207
ISCLA,0.9315501355013551
IVCD,0.8621657866063196
LAFB,0.959153122326775
LAO/LAE,0.9353657312953612
LNGQT,0.8610380617453006
LPFB,0.7913333333333333
LVH,0.9557640980750581
NDT,0.8001034990148888
RVH,0.9500140409997192
SEHYP,0.8291951541321818
