label,auc_1
1AVB,0.9540232183323033
2AVB,0.6766263204417956
CLBBB,0.9743492137858336
CRBBB,0.9213684016921095
ILBBB,0.8264708364986917
IRBBB,0.9361059997769597
ISCAN,0.8575458863004666
ISCIN,0.8662399840992705
ISCLA,0.8353437115786515
IVCD,0.7535932817182818
LAFB,0.9477020731423247
LAO/LAE,0.7732733986833374
LNGQT,0.6713338468426765
LPFB,0.7021271493321182
LVH,0.9316574671297445
NDT,0.7665997865548378
RVH,0.8931785020921511
SEHYP,0.7823904686921082
