label,auc_1
1AVB,0.9567922571724853
2AVB,0.7720465890183028
CLBBB,0.9553223388305847
CRBBB,0.89
ILBBB,0.9231200897867565
IRBBB,0.9362902525822411
ISCAN,0.9496273291925466
ISCIN,0.9109916367980884
ISCLA,0.9329218106995886
IVCD,0.8448699067255768
LAFB,0.9655270655270655
LAO/LAE,0.9260224538893344
LNGQT,0.8614332671793599
LPFB,0.8552412645590681
LVH,0.966856452726018
NDT,0.8095052050512943
RVH,0.9306023194912083
SEHYP,0.87464046021093
