label,auc_10
1AVB,0.9556565107895906
2AVB,0.8577371048252911
CLBBB,0.9729385307346328
CRBBB,0.9116666666666667
ILBBB,0.9358398802843247
IRBBB,0.9414981338425484
ISCAN,0.9420496894409939
ISCIN,0.9093986459577857
ISCLA,0.9363006281134937
IVCD,0.8819342169857634
LAFB,0.9728395061728395
LAO/LAE,0.9261338323086518
LNGQT,0.8540994790374596
LPFB,0.9392678868552413
LVH,0.9674948240165633
NDT,0.8097446626168932
RVH,0.9423868312757202
SEHYP,0.8751198465963567
